Text;Class
@BancodoBrasil conferi agora meu extrato, o caixa eletrônico me deu 950$ entretanto foi descontado 1000$ da minha conta. Como lidar?;1
@BancodoBrasil Quando Poderá Mim Responder ?;1
No @BancodoBrasil em Paraopeba, apesar de só abrir às 10h, são 10:20 e não tem dinheiro nos caixas;0
@BancodoBrasil mandei uma dm pra vocês com uma dúvida, poderiam me responder, por favor? obrigada!;1
Esse @BancodoBrasil ta de brincadeira com minha cara só pode bicho!;0
@BancodoBrasil Quais são os passo a passo para cadastra minha senha de 8 dígitos no caixa eletrônico.;1
@BancodoBrasil Exatamente!!;1
@BancodoBrasil migo, meu cartão chega só no carnaval?;1
@BancodoBrasil tentei sacar 1000$ mas só saiu 950$ do caixa eletrônico, percebi quando já estava em outro banco. É comum isso?;1
@BancodoBrasil vcs deveriam verificar o processo para os clientes poderem acessar suas contas online, ja fui em uma agencia e resolvi;1
@BancodoBrasil Muito obrigada pela informação 😁👏;1
@BancodoBrasil nem previsão de retorno vocês dão. Péssimo.;0
Parabéns @BancodoBrasil, a unidade de vocês do Poupa Tempo de Osasco tá sem sistema desde as 16hs de ontem (21/12)! Pior banco do mundo.;0
@BancodoBrasil na agência da Vila Dirce, em Carapicuíba. Nenhum caixa estava funcionando. O alarme estava disparado. Abriram depois das 10h.;0
Alô, @BancodoBrasil me ajuda;1
22h. O funcionário que gerencia o site do @BancodoBrasil já foi pra casa. Não consigo mais fazer nenhuma operação.;0
@BancodoBrasil péssimos atendentes, cada um fala uma coisa! Já me entregaram 2 contratos diferentes e 3 informações diferentes. TA DIFICIL!!;0
@BancodoBrasil recebi meu salário dia 30 de novembro e ate hoje não consegui encostar nele porque seus funcionários só fazem  hora comigo!!!;0
Parabéns ao @BancodoBrasil por continuar sendo esta empresa parceira do cliente e com o Espírito Público. Quem em 2… https://t.co/xuCYM92TaS;1
Quase sexta 👏 (@ BB CENOP Operações - @bancodobrasil in Curitiba, PR) https://t.co/8oUpQT4brW;1
@BancodoBrasil só me ignora. https://t.co/gMpbRBXcXu;0
@BancodoBrasil vocês conseguiram verificar minha situação?;1
@marceloguaxinim otem foi um dia muito feliz...cancelei minha conta no @BancodoBrasil . NUNCA consigo usar os caixas eletrônicos;0
@santander_br agências do @BancodoBrasil  que o governo golpista fechará! isso é bom pro país?;0
@BancodoBrasil Gente o que acontece com o App do banco? Horrível!;0
@BancodoBrasil hoje voltou ao normal, BB. Obrigado ;1
@BancodoBrasil Vcs não treinam os funcionários?? Ligo na agência de Nova Lima-MG e ninguém sabe me explicar nada.;0
@BancodoBrasil A Cnonta Fácil BB me isenta de TED e DOC??;1
@BancodoBrasil não consegui resolver o que precisava graças às suas burocracias!;0
@BancodoBrasil Devolve minha grana ai;0
@BancodoBrasil Devolve meu dinheiro banco FDP;0
O @BancodoBrasil cês não vão me mandar minha fatura pra pagar não? Vence dia 25 uai;1
@danielsouzaa @BancodoBrasil Tô com trauma de bancos.;0
@BancodoBrasil tentei contacto com o banco através do Reclame Aqui e vcs não deram um resposta e nem solução pra resolver o impasse... 😡;0
@BancodoBrasil 8 meses pra ter uma resposta sobre uma proposta de financiamento imobiliário... E após uma aprovação, pendênciou...;0
@BancodoBrasil clonaram meu cartao, fizeram um saque na minha conta, eu nao consigo entrar em contato com o numero do cartao nem com o banco;0
@BancodoBrasil então, eu como correntista indiquei o banco para meu irmão. Foi na AC PORTUGUESA. Se puder responder por DM, melhor.;1
@Juliocafee @BancodoBrasil sem condições. Chego no banco para usar o caixa, cai o sistema.;0
@sauloscunha estou acreditando que o @BancodoBrasil está fazendo isso de propósito...;0
22h. O funcionário que gerencia o site do @BancodoBrasil já foi pra casa. Não consigo mais fazer nenhuma operação.;0
E aí @BancodoBrasil quando vão mudar o sistema de segurança arcaico em Java para algo moderno tipo 2FA pra todo login no site?;0
@BancodoBrasil Tudo bem o problema é a questão de ter uma pessoa para entregar as fichas do caixa, pois a própria população pega preferencia;1
@BancodoBrasil simmm. Grata..;1
@BancodoBrasil nos falamos mais uma semana para ver a luz do sol nascente 2017;1
@BancodoBrasil Já entrei em contato pelo SAC, se não conseguir resolver entro novamente em contato por aqui, obrigada;1
@cafecomace @BancodoBrasil minha vida hoje, amanhã e sempre;1
pqp, incrivel como o @BancodoBrasil é uma bosta, fui na agencia e TODOS os caixas eletrônicos estão desligados;0
Toda vez que eu vou ao @BancodoBrasil o sistema está fora do ar. Duas vezes só essa semana. Bancos q vcs usam e q estão de olho no cliente?;0
@BancodoBrasil consegui sim, muito obrigado!!!;1
@BancodoBrasil Tive alguns problemas com a minha conta corrente. Consegui resolver hoje na minha agência. Obrigada :);1
@BancodoBrasil esperar 30 minutos para conseguir falar com um atendente e ter que ouvir aquela musiquinha sem parar é uma falta de respeito;0
@BancodoBrasil Consegui sim, depois de alguns minutos ficou tudo normal. Obrigado 👍🏼;1
@BancodoBrasil Cheguei e funcionou! Obrigada, BB :);1
@BancodoBrasil ok sem problemas, já foi tudo resolvido. Obrigado pela atenção.;1
@BancodoBrasil Olá, já encaminhei a reclamação via SAC.;1
@BancodoBrasil problema já foi resolvido. Obrigado;1
@PessoaFabiana @BancodoBrasil Só consegui hoje, mas foi :);1
@BancodoBrasil já consegui, obrigado!;1
@BancodoBrasil SEUS FDP !!! POR QUÊ NÃO CONSIGO DEPOSITAR NA MINHA CONTA QUE ACABEI DE CRIAR ?? FICA APARECENDO CONTA INEXISTENTE ESSA MERDA;0
@BancodoBrasil consegui, sim, obrigada.;1
@BancodoBrasil @caixa DUVIDO VCS FAZEREM UM RAP PRA EU ESCOLHER QUAL DAS DUAS EU ABRO UMA CONTA...... VOU AMANHÃ;1
Parabéns aos finalistas: @Bradesco,@BancodoBrasil,@ImprensaBNB,@Cielo_br,@cartaoelo,@itau,@PayPal_BR,@santander_br,@SmilesOficial,@ContaZuum;1
@BancodoBrasil normalizou, obrigado!;1
@BancodoBrasil ja sim e consegui. Obgg;1
@__mattsouza__ @BancodoBrasil com toda certeza do mundo;1
O @BancodoBrasil  é oficialmente o PIOR BANCO DO MUNDO;0
@BancodoBrasil qual a tarifa da conta fácil aberto via aplicativo?;1
@BancodoBrasil Boa tarde, hoje está funcionando normalmente! :);1
@BancodoBrasil Vcs não treinam os funcionários? Ligo na agência de Nova Lima-MG e ninguém sabe me explicar nada.;0
@BancodoBrasil A Cnonta Fácil BB me isenta de TED e DOC?;1
@BancodoBrasil depois de milhões de ligações, consegui resolver. afff;0
@BancodoBrasil to há mais de 4 horas esperando vocês me responderem na dm...;0
@NandaLaurent melhor banco quando se é universitário quebrado - @BancodoBrasil;1
mais um dia em que vou ao @BancodoBrasil e não consigo resolver meu problema;0
@BancodoBrasil me respondam logo pra ver se eu resolvo isso HOJE! Pq eu quero usar minha conta. E eu faço tudo pelo celular.;1
@BancodoBrasil já respondi ✩;1
@BancodoBrasil olá, como eu desbloqueio a senha de acesso à minha conta pelo aplicativo do BB? Tentei no caixa eletrônico e n consegui.;1
@fbbreal Fátima Bernardes pq fechar agências do @BancodoBrasil é bom e do @itau é ruim?;1
@BancodoBrasil me atenda no Facebook, por favor;1
@BancodoBrasil só é difícil conseguir crédito consignado né? Aqui na agência 2746-4 tento a três meses e nada resolvido...;0
Só não digo que o @Bradesco é melhor que o @BancodoBrasil pq até uma segunda via de cartão só se pede na agência. Tô é arrumado com banco;1
Ah, resolver algo que o banco faz sem comunicar o cliente. Adoro o @BancodoBrasil . O único que obriga vc a estar na agência a cada 15 dias.;0
Pra que resolver algo de maneira fácil se o cliente pode passar horas na agência vendo os atendentes passearem, não é vdd? @BancodoBrasil;0
O @BancodoBrasil me vencendo pelo cansaço e me levando à agência quando existem milhões de cabais de atendimento. Mas né...;0
@BancodoBrasil Boa tarde, gostaria de saber se tá tendo algum bug no Apple do banco do Brasil, está demorando pra abrir o app e fica travado;1
@BancodoBrasil Poderia mim ajudar ?;1
@BancodoBrasil tem se mostrado cada dia pior aqui. Iniciando esse ano cancelo a minha conta. Pior atendimento, e ninguém resolve nada;0
@BancodoBrasil  um status na internet...na agência outro status? Estamos jogando ping pong e ninguém me informou nada?;0
e se passa mais um dia que o @BancodoBrasil  não responde,e a agência diz que não há nada pendente pelo lado deles... #piorBancodoBrasil;0
I'm at @BancodoBrasil in Águas Lindas de Goiás, GO https://t.co/gOdimSPWli;1
@BancodoBrasil Como eu desabilito o BB Code?;1
@BancodoBrasil nem o banco do Brasil nem os correios sabem onde está meu cartão,é sacanagem vou procurar meus direitos na justiça. 😠😠😠😠;0
@BancodoBrasil nada que falam é verdade, minha conta foi aberta ainda não vi ó cartão,o banco do Brasil não sabe onde tá o cartão;0
@BancodoBrasil Não aguento ver essas senas. Olhem o idoso... Quando eu cheguei já estava e já passamos de 1h30min.… https://t.co/ZGv4XLGWcB;0
@BancodoBrasil não mandei pq chegou,  porfavor desconsidere a msg e obg pela credibilidade;1
@BancodoBrasil e não fazer nada para ajudar estas pessoas que são clientes que tem que ser respeitadas e não humilhadas por gerentes AG bb;0
@BancodoBrasil fazer anuncio lindo e facil mais saber que uma ag 1823-6 maltrata idosos cadeirantes deficiente mulheres gravidas etc...e nao;0
@BancodoBrasil transferi eles e muito estranho um gerente fala isso o que esta acontecendo com a diretoria do banco do brasil que vergonha;0
@BancodoBrasil o que estes gerentes quis dizer com isso o que a diretoria deve a estes gerentes da AG 1823=6 de Belford roxo que não podem;0
@BancodoBrasil  e ai, vai rolar aquela ajuda pra resolver um problema ou...?;0
@BancodoBrasil que a AG 1823-6 não obedece as lei do pais isso não pode fala rindo que a diretoria não pode transferi eles e caso de policia;0
@BancodoBrasil desculpa e fácil tem e que conserta os erros da AG 1823-6 chama estes gerente num canto e fala que fala para clientes que;0
@BancodoBrasil que o que eles fazem dentro desta AG 1823-6 e crime 3 mês a 1 ano de cadeia e isso e mais que vocês tem que fazer pedi;0
@BancodoBrasil cacete, se você não libera a DM pra eu mandar a merda da mensagem, eu mando o que, um sinal de fumaça?????;0
@BancodoBrasil tem preferencia na fila elevador não funciona atendimento péssimo ao clientes fala para estas pessoas que se diz ser gerente;0
Responde minha DM, @BancodoBrasil !!! 😤;1
@BancodoBrasil  uma vergonha quase uma hora na fila para atendimento. Alô @BancoCentralBR https://t.co/ciwKBh3Ji2;0
@BancodoBrasil pom o bebedouro para funciona pom o chefe de caixa que saiba trabalha orienta o caixa que cadeirantes deficientes etc...;0
@BancodoBrasil pedi desculpa não resolver nada tem e que transferi estes gerentes da AG 1823-6 que não saber trabalha conserta o banheiro;0
Hj sim o @BancodoBrasil se superou na demora do atendimento, 2hrs20min;0
@BancodoBrasil escrevo para um jornal ele vai para mais de 150 pais não vai pega bem para o banco do brasil o pior e que você vai no caixa;0
O atende transfere a ligação e ninguém atende essa merda @BancodoBrasil;0
MEU DEUS, PIOR BANCO DA VIDA @BancodoBrasil;0
Meu cartão foi clonado e o @BancodoBrasil nao me atende;0
@BancodoBrasil gerente da ag 1823-6 fala que esta lei nao vale para esta ag 1823-6  e uma vergonha o gerente fala isso e muito despreparo;0
@BancodoBrasil Bom dia! Pode sim! O tempo que o cidadão tem que esperar para ser atendido nas agências do BB está me incomodando;0
@BancodoBrasil sendo que a lei dos idosos e trata mal idosos cadeirantes deficientes etc e caso de policia sim e a lei gerente fala;0
@BancodoBrasil diz 'não foi possível enviar sua mensagem';0
@BancodoBrasil não podem e não tem moral para transferia os gerentes desta AG 1823-6 de Belford roxo e muito estranho cade a policia federal;0
@BancodoBrasil a pergunta que não quer cala e se um gerente pode fazer o que quer de mal com os clientes e fala rindo que a diretoria não;0
@BancodoBrasil que acontece nesta AG 1823-6 se vocês mandar uma pessoa de caráter que não vai fazer vista grosa para os erros destes gerente;0
@BancodoBrasil não consigo emitir uma fatura do cartão com a data de vencimento atualizada? Vou ser obrigado mesmo a ir no banco para pagar?;0
@BancodoBrasil que os gerentes desta ag podem e devem trata mal humilha  clientes tem e que voces mandar um uma pessoa para ver as vergonhas;0
@BancodoBrasil tô tentando abrir uma conta universitária já tem um tempo e não consigo;0
@BancodoBrasil gerente fala que nem o gerente regional nem a diretoria tem moral para transferi eles da AG 1823-6 que eles pode trata mal;0
I'm at @BancodoBrasil in João Pessoa, PB w/ @raffaelsilva20 @jefersonleila @mikaellysancao @r_10nascimento https://t.co/razV5qFtKG;1
@BancodoBrasil ver a situação e não faz nada para apoia os clientes do banco do brasil e alquem vai pedi ajuda e ele fala que nem a gerente;0
@BancodoBrasil que são clientes do banco do brasil AG 1823-6 de Belford roxo são humilhados na fila do caixa dentro da agencia e gerente;0
Ok @BancodoBrasil, vocês venceram. Depois de bloquearem todo meu acesso ao internet banking sem motivo, farei uma visita para fechar a conta;0
O atendimento do @BancodoBrasil já foi muito melhor, decepcionada;0
@BancodoBrasil do banco do brasil tenho certeza que algo que e caso de policia federal investiga se um cadeirante um deficiente físico;0
@BancodoBrasil obrigada;1
@BancodoBrasil alerta vermelho de nuncia para a policia federal e o banco central para investiga oque esta acontecendo com os diretores;0
@BancodoBrasil boa tarde! Fiz o contrato do FIES em uma agência, pra eu encerrar o contrato, precisa ser na mesma agência ou qualquer outra?;1
I'm at @BancodoBrasil in Brasília, DF https://t.co/OUOBg6LeWQ;1
@BancodoBrasil @Brasilcapbr recebo em fevereiro? Ou em janeiro mesmo, depois do pagamento da última parcela?;1
eu termino de pagar a minha ultima parcela do ourocap em janeiro. como faço para resgatar o valor? @BancodoBrasil @Brasilcapbr;1
@BancodoBrasil esse perfil @Brasilcapbr não responde? Está desativado?;1
I'm at @BancodoBrasil in Itaguaí, RJ https://t.co/rkJYWXJ402;1
Boa tarde senhores do @BancodoBrasil enviei uma Nova DM ! Grato !;1
@BancodoBrasil Tive meu celular Furtado e Fiquei sem meu numero da conta fácil e sem o Rastreio  . Poderia mim ajudar ?;1
@BancodoBrasil Tive meu aparelho de Celular Furtado e Pedir o numero da minha conta Fácil . O Rastreio do cartão.. Poderia mim ajudar ?;1
@BancodoBrasil ok, muito obrigado! 😊;1
@BancodoBrasil  melhore seu atendimento nos caixas eletrônicos na agência de Porto Velho Pq está mt ruim;0
@BancodoBrasil NUNCA MAIS, Deus me livre desse banco;0
Pior agência... (at @BancodoBrasil in Brasília, DF) https://t.co/9kFMLuZHDF;0
@BancodoBrasil meu filho  faz cada segundo do meu ano ser inesquecível!!! https://t.co/6WnQatDM6k;1
@BancodoBrasil Oi, obrigada! Fiquei sabendo dessa opção a pouco tempo, farei ela assim que possível! Obrigada;1
I'm at @BancodoBrasil in Itaguaí, RJ https://t.co/EqNFGpI54d;1
@BancodoBrasil alô BB, quero saber pq vocês complicam tanto o extrato e pq está me mostrando dois extratos diferentes;0
Olhei meu extrato no aplicativo do @BancodoBrasil e quase caí de costas ai fui ver o extrato no navegador e ta completamente diferente.;0
@BancodoBrasil poxa. Na Segunda só saquei pelo Pag Contas, e me disseram q as agencias da cidade estava sem dinheiro desde o sabado.;1
Eu to aqui preocupado com a minha conta do @BancodoBrasil ainda bloqueada e vcs ai falando da tal Clarice.;0
eu fico recebendo sms dizendo que realizei saques e compras em um cartão do Banco mas não tenho nem conta com vocês  @BancodoBrasil;0
I'm at @BancodoBrasil in Goiânia, GO https://t.co/orvrBNMtUI;1
@BancodoBrasil será que vcs conseguem me ajudar? Olhem a DM de vocês;1
Minha saga com o @BancodoBrasil : não posso fechar a conta por telefone.;0
no @BancodoBrasil cada dia é um barraco diferente 😂;0
I'm at @BancodoBrasil in Rio de Janeiro, RJ https://t.co/4eitysOcJe;1
@BancodoBrasil OK então;1
@BancodoBrasil eu posso pagar meu ipva MG em qlq caixa eletronico bb do brasil??;1
Caralho fi... só o @BancodoBrasil pra Fuder com meu final de ano mesmo. 😡😡;0
@BancodoBrasil ja fui na agencia e resolvi o problema, o senhor foi mt demorado;0
@BancodoBrasil muito obrigada!! ano que vem vou entrar no menor aprendiz;1
@BancodoBrasil já resolvi;1
@BancodoBrasil PQP, não dá pra sacar em lugar nenhum. Caixas sem dinheiro e sem funcionar direito. Que serviço imprestável!;0
@BancodoBrasil entro na minha conta pelo computador e pede um recadastramento. Após inserir os dados, a pagina dá erro e não consigo acessar;0
@BancodoBrasil lhe cobra indevidamente no cartão de crédito e, ainda, lhe cobre juros sobre isso. Absurdo!;0
I'm at @BancodoBrasil in Guarulhos, São Paulo w/ @marcodelico @macielnass @camivalgas https://t.co/fEwSZno6Tz;1
O @BancodoBrasil só me dá problema e ainda não me responde nas redes sociais. Aff;0
Mais cedo 😏 (@ BB CENOP Operações - @bancodobrasil in Curitiba, PR) https://t.co/rAilbjX74K;1
@BancodoBrasil Quem faz cada segundo do seu ano inesquecível? Com a demora no atendimento e a má educação dos caixas, com certeza são vocês!;0
@BancodoBrasil Impressionante o cartão chegou e veio com o meu nome errado. Ficaram com todos meus documentos e ainda erram. O que fazer????;0
@melfrar @BancodoBrasil SIM!!! Acho que quiseram economizar em elenco mas ficou bem assustador;0
@BancodoBrasil pq minha conta ta sem dinheiro?;1
@BancodoBrasil não estou movimentando a conta, mas pago o pacote de tarifas certinho. Para de mandar carta enchendo o meu saco 😅;0
O @BancodoBrasil é o pior banco do mundo. Só tem gente que quer te passae pra trás.;0
@BancodoBrasil Sinceramente, meloso demais. Não gostei. 👎;0
É muito fofo o comercial do @BancodoBrasil onde a filha vem passar as férias com o pai, ao som de 'Amor I love you'… https://t.co/Vuk8QtGXLu;1
@BancodoBrasil tem como eu fazer um cartão só de débito com fotinha?;1
Sem maturidade pra essa propaganda do @BancodoBrasil com a voz @nando_reis!!! ❤❤❤;0
@BancodoBrasil tem previsão de arrumar o bug que corta a parte direita do app?;1
2017 já e só o @BancodoBrasil tem NFC no app?;1
@BancodoBrasil se superando e fiz um depósito de 70 reais e só cai 10 na conta, pode isso Arnaldo?;0
@BancodoBrasil Hoje compareci a uma agência do BB em Manaus no bairro da Compensa e fui muito mal atendimento, fica aqui a minha queixa!;0
@BancodoBrasil há, outra coisa eu já tinha criado um conta poupança, por que achei que teria direito a cartão, o que fasso com essa conta ?;1
@BancodoBrasil nossa muito obrigado mesmo pela ajudar, valeu.;1
@BancodoBrasil não consigo acessar minha conta pelo app 😥;0
@BancodoBrasil dia 30 vou receber minha 1• ordem de pagamento por vcs, vou poder retirar pelo app automaticamente? Pq estarei fora do país;1
@BancodoBrasil Boa noite! Há previsão de novos concursos público do BB para o ano de 2017?;1
@BancodoBrasil Não vimos o filme, mas contamos pra vocês: quem faz o ano inesquecível para 18 mil pessoas demitidas são vocês, seus lindos.;0
@BancodoBrasil Pedi um cartão e ele foi entregue no endereço errado. E estou precisando de um cartão urgente...;1
@BancodoBrasil investe em mim, sei fazer choro falso e meu sonho é ser atriz, me leva pra fazer as propagandas do BB #arvoredeluzbb;0
@BancodoBrasil se o banco ainda fosse 100% publico eu confiaria mais nele;0
O @BancodoBrasil  é tão zuado que pra fazer uma s operação tem que ter o app No Smarthphone, um PC e um caixa eletrônico ,ao mesmo tempo;0
@BancodoBrasil agências de São Luís - MA sem papel para impressão nos caixas eletrônicos. Mesmo problema em várias agências a bastante tempo;0
@BancodoBrasil pq não da para criar conta poupança pelo app?;1
@BancodoBrasil pior Banco no Planeta! 😡;0
@BancodoBrasil é serio mesmo que com uma hashtag o ceu fica iluminat??;1
@BancodoBrasil isso é um absurdo há mais de 01 esse auto atendimento com problema de comunicação e nada é feito! https://t.co/BKy9JLXixY;0
@BancodoBrasil mais um dia o autendimento do banco fora do ar no sh boulevard belem . https://t.co/OG4c7DkY0F;0
@BancodoBrasil Tanto anúncio e pra avaliar um contrato de habitação leva mais de 90 dias;0
@BancodoBrasil o que aconteceu para todos os meus acessos via Internet à minha conta serem bloqueados?;1
@BancodoBrasil vcs tão bebendo muito toddynho;1
@BancodoBrasil não sei se é por causa de 2016. Mas eu já comecei lendo 'Quem faz cagada' no seu ano inesquecível?;1
Deus livre vcs de precisar usar o App ou site do @BancodoBrasil uma bosta;0
@BancodoBrasil  me ajuuuda, agendei um pagamento pra data errada pelo app, como procedo pra cancelar??;1
@BancodoBrasil infelizmente não foi resolvido o problema, todos os clientes reclamando https://t.co/liPhOabQ6Q;0
@BancodoBrasil VIDEO NOVO! TÁ MUITO LEGAL! Assista clicando aqui: https://t.co/R1gIRYbcQv #youtube #paporetofabiolima #videos #rael #music;1
@BancodoBrasil já mandei dm, vocês não me responderam;1
@BancodoBrasil LIXO;0
@BancodoBrasil a senha do meu aplicativo simplesmente bloqueou do nada (????);1
O Brasil pede pressão do Banco Central pra diminuir os juros do cartão de crédito do @BancodoBrasil mais eles continuam com o massacre.;1
Tem mto câncer q mata o brasileiro,o + devastador são os juros do cartão d crédito do @BancodoBrasil .Tira a comida do prato do do  cidadão.;0
@arianepradellx @BancodoBrasil nada veeeeee;0
@BancodoBrasil EU NÃO ACREDITO QUE FIZERAM ISSO COMIGO;1
@bancodobrasil  Faz 9 horas que fiz a porra da pergunta é nada de resposta;0
? @BancodoBrasil vvai ter redução nas tarifas ou a publicidade será free rsrsrs;1
@BancodoBrasil aposto q ta pagando a energia com os duzentos reais q vcs me roubaram seus filho da puta;0
@CCBB_SP @Picharillo77 @BancodoBrasil Ainda bem que Dilma e Lula não estão mais no governo né...se não ...levavam n… https://t.co/fk3kDa3rv8;0
@BancodoBrasil esperei, esperei e vcs não me ligaram pra resolver o problema 😫;0
@BancodoBrasil conta digital com apenas um doc sem custo é coisa que faça ??? Querem cobrar por uma coisa que o computador faz sozinho.;0
no mesmo dia q ligo no @BancodoBrasil pra fazer reclamação e tá sem sistema, me ligam oferecendo crédito. parece piada de mau gosto;0
Olha a Árvore de Luz que o diretor artístico Marcello Dantas criou para o @BancodoBrasil na Av. Paulista!… https://t.co/rCxsI5TXUw;1
@BancoDoBrasil O senhor tá difícil hoje hen. Nem os caixas estão funcionando 😒;0
@BancodoBrasil esperando minha resposta;1
@BancodoBrasil Não consigo usar o aplicativo do celular, aparece o erro 999-837;1
Hoje estive no @BancodoBrasil  Bahia, e funcionários fazendo abaixo assinado contra fechamento de agência que vive lotada. Absurdo fechar.;1
@BancodoBrasil to nem ai;1
@BancodoBrasil não tem app para poupança do Ouro Card ??;1
@BancodoBrasil quem é servidor pensionista, aposentado etc do estado do Rio pode adiantar o 13 com vocês aí?  Dia que sim pfvrrrr;1
@BancodoBrasil fiz uma Conta Fácil, desbloqueei o cartão mas o débito não funciona, tampouco falar com a central de atendimento! 😡;1
@BancodoBrasil - E os empregados do BB, e os empregado do BB, como vão? - Estão é doidos da vida com o fechamento das agências.;1
@BancodoBrasil oi, vc sabe até que dia vai esse mês?;1
@BancodoBrasil Engraçado que tem grana pra publicidade mas fechará mais de 400 agências em 2017, o que tornará o atendimento pior ainda.;0
@quagliato @BancodoBrasil deve ser pra não te deixar triste com o saldo da conta tão perto do Natal;1
Alô @BancodoBrasil não tô conseguindo acessar minha conta pelo cel .. Tá dando esse erro (imagem), isso aconteceu d… https://t.co/9aZxsYOaKv;0
@BancodoBrasil por falar em segundos eternos, qual a dificuldade em abrir uma conta poupança? Agendamento para depois de 17/01? Complicado.;0
@bancodobrasil não vai me responder mesmo né?;0
@BancodoBrasil  eu não quero fazer propaganda de graça. #óazideia #baixeosjuros;0
@BancodoBrasil depois que abre a conta pelo aplicativo, quantos dias exatos demoram pra chegar o cartão na minha residência? 😒;1
Vai tomar no cu, vocês são um lixo @BancodoBrasil;0
PQP, restituição IR dia 15 passado, nada de credito, na receita manda procurar o @BancodoBrasil , no BB manda procurar a @ReceitaFederal;0
@BancodoBrasil Galera, podem me responder por favor?;1
@BancodoBrasil por favor, quando abro a conta fácil só me dá a opção de criar a senha de 6 dig. Mas para acessar pede a de 8. Como fazer?;1
Mal abri uma conta no @BancodoBrasil e já to achando ele o pior banco de todos.;0
@BancodoBrasil obrigado.;1
@haihaioficial @BancodoBrasil é sem condição!!!! Deus me livre;0
@BancodoBrasil posso baixa o aplicativo do banco do Brasil pra olha o meu. Benefício do tributo escola da minha filha;1
@BancodoBrasil moço.... Me dá dinheiro pra mim Ajudar as meninas da Fifth Harmony? #DemiSave5HSafeHouse #BrazilHatesSyco;1
@BancodoBrasil alô ajuda aqui;1
@BancodoBrasil venho a que pedir se tenho alguma chance de vocês me derem um patrocínio de uma chuteira tô precisando🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻;1
@BancodoBrasil como faço a troca de cédulas que já saiu de uso? Tipo cruzeiros;1
@BancodoBrasil boa tarde, como faço para fazer troca de cédulas que não está mais em uso? Tipo cruzeiros.;1
@BancodoBrasil banco lixo só poderia ser do Brasil mesmo essa merda!!!!;0
@BancodoBrasil façam um favor de encerrar essa merda de conta, já que o cartão foi entregue a outra pessoa e vcs estão cagando pra isso;0
@BancodoBrasil quando que meu cartão de crédito vai chegar?;1
@BancodoBrasil o aplicativo bb está dando mt problema, me ajuda prfv;1
Ei, @BancodoBrasil! Sabe me dizer o que tá acontecendo com o app que não faz login?;1
20 anos cliente @BancodoBrasil Hoje decidi não ser mais. Alguém indica um banco bom? Mas BOM mesmo? (sei que é difícil);0
@BancodoBrasil já contribui sim... paguei juros a dar com os pés pra vocês este ano.;1
atendimento do @BancodoBrasil por telefone é de uma lentidão insuportável;0
@BancodoBrasil já informei os dados por lá;1
@BancodoBrasil o internet banking volta ainda hoje? vi várias pessoas com problema para acessar a conta e eu sou uma delas.;0
@eduschnaider76 @BancodoBrasil Enfie o tal do dedo digital no rabo;0
@BancodoBrasil posso sacar dinheiro na argentina com cartao do banco internacional?;1
@BancodoBrasil e a segurança acha que o trabalho dela é perrecar o próximo.;0
@BancodoBrasil melhora a unidade belem, rua Herval, tem gente que saiu pra almoçar e voltou e ainda não foi chamado no caixa.;0
@BancodoBrasil muito obrigado <3;1
@BancodoBrasil o app de vocês está fora do ar?;1
@BancodoBrasil Boa tarde! Gostaria de uma informação, como faço para pedir estágio no banco? Desde já agradeço.;1
@BancodoBrasil pessoal o que está acontecendo? Estamos sem acesso ao BB na internet e no celular.;0
@BancodoBrasil banco, no período de um ano no OUROCAP eu já posso resgatar o valor?;1
@PessoaFabiana @BancodoBrasil isso. Ou que ta com problema com a conexão, mas a internet ta boa;1
@BancodoBrasil o aplicativo está fora do ar? O meu só carrega depois de muito tempo e não está funcionando direito. Nem o site!;1
@BancodoBrasil lixo de atendimento telefônico! Fiquei 30 minutos aguardando um atendente pra tratar sobre cartão de crédito!;0
@BancodoBrasil Algum problema nos servidores? Site e aplicativo via Android sem acesso ... Erro para logar;0
@andrezastefani @BancodoBrasil consegui acessar pelo site, deve estar normalizando...;1
@PessoaFabiana @BancodoBrasil manterei o otimismo e tentarei mentalizar que foi só um problema técnico. (risos nervosos);0
@BancodoBrasil acesso a conta via App e computador estão off? Não acessa de forma alguma;0
@BancodoBrasil e esse aplicativo q n funciona ):;0
@BancodoBrasil bb, não consigo logar na minha conta nem no site de vocês e nem no meu aplicativo pra android! O que pode ser? =(;0
@BancodoBrasil Não estou conseguindo acessar minha conta nem no aplicativo, nem no site. Algum problema nos servidores de vcs?;1
@PessoaFabiana me sinto menos sozinha agora, obrigada! ahaha Mas ainda tô bem #$$¨@ e quero saber pra que agência ir, viu @BancodoBrasil?;0
@leticiacalian @BancodoBrasil porra , odeio esse banco. Já fiquei 1hr e 30 minutos com o Noah no colo na fila cara;0
Fiquei exatas 2 horas na fila do @BancodoBrasil . Não existe isso!!!!!!!!;0
@andrezastefani @BancodoBrasil será que o site e o app foram hackeados?e como fica quem colocou senha tentando acessar?;1
@andrezastefani @BancodoBrasil outras pessoas também estão alegando dificuldades de acessar ao site e o app...;0
I'm at @BancodoBrasil in Brasília, DF https://t.co/alkevBalrO;1
@PessoaFabiana @BancodoBrasil bem nessas.;1
@lucianodantas @BancodoBrasil tb estou sem conseguir acessar o app e o site...;0
